ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,Planning,Designation,NBHD
R72 01307 0016,16540,46750,63290,16590,82690,99280,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0015,8710,84520,93230,3770,7660,11430,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01306 0027,17850,51320,69170,17970,81960,99930,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0010,16540,26720,43260,16590,49810,66400,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0028,18110,50440,68550,16650,102300,118950,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0068,16540,33740,50280,16590,85040,101630,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0032,15490,45690,61180,15490,67500,82990,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0018,15840,80160,96000,15560,118060,133620,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0047,16540,47310,63850,16590,76010,92600,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0038,13860,42240,56100,13760,57540,71300,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0069,16540,40320,56860,16590,99180,115770,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0080,10270,53390,63660,19570,101540,121110,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0050,8290,42210,50500,4990,91550,96540,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0047,!,!,!,4600,0,4600,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0014,16540,44580,61120,16590,66310,82900,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0004,16280,51840,68120,16320,171440,187760,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0035,16540,32960,49500,16590,55770,72360,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0038,16540,50600,67140,16590,113090,129680,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0007,16540,74610,91150,16590,147580,164170,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0010,16800,47290,64090,16870,42980,59850,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01205 0072,!,!,!,16770,63720,80490,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0019,21300,63260,84560,21850,221430,243280,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0047,15840,46260,62100,15800,60800,76600,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0032,17850,54320,72170,17970,155090,173060,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0031,16850,64180,81030,16940,73510,90450,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0048,17170,11760,28930,17350,192100,209450,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0040,17710,47870,65580,17880,61920,79800,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0038,15750,35010,50760,15760,51500,67260,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0066,15230,47080,62310,15210,70340,85550,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0051,16540,32370,48910,16590,63470,80060,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0050,16540,34600,51140,16590,55650,72240,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0049,5790,0,5790,5820,0,5820,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0048,16540,35440,51980,16590,53410,70000,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0064,2430,0,2430,2360,0,2360,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0042,17710,52670,70380,17880,74250,92130,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0088,14440,67840,82280,14390,123390,137780,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0089,8270,0,8270,7490,0,7490,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0090,8270,0,8270,7490,0,7490,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0012,8270,35560,43830,8300,118730,127030,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0009,17850,38910,56760,17970,63380,81350,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0051,14440,40130,54570,14390,149270,163660,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0008,18900,54260,73160,19070,96080,115150,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0038,17710,34100,51810,17880,39210,57090,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0039,17710,43960,61670,17880,73670,91550,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0001,20400,104270,124670,20550,141660,162210,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0038,16540,41420,57960,16590,70600,87190,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0010,16540,63330,79870,16590,100190,116780,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0053,16540,34040,50580,16590,54230,70820,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0062,16540,44870,61410,16590,86230,102820,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0020,16540,47470,64010,16590,91400,107990,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0009,17850,55110,72960,17970,78190,96160,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0046,4690,0,4690,4680,0,4680,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0044,14250,43360,57610,13970,110030,124000,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0045,13390,51810,65200,13350,106650,120000,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0063,16540,71500,88040,16590,108450,125040,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0035,16540,53150,69690,16590,82590,99180,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0018,3380,0,3380,1610,0,1610,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0046,15680,75990,91670,15590,100980,116570,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0011,21000,84630,105630,21280,145710,166990,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0007,17060,50670,67730,17140,81880,99020,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0006,16540,40770,57310,16590,0,16590,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0021,25200,101080,126280,25700,154470,180170,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0083,17060,37050,54110,17220,65830,83050,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0068,2600,0,2600,1060,0,1060,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0015,16540,40490,57030,16590,73930,90520,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0008,16540,39730,56270,16590,63430,80020,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0064,20520,65740,86260,35800,97890,133690,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01205 0041,16320,48010,64330,11460,56730,68190,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01205 0071,4210,0,4210,2920,0,2920,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0027,16540,45610,62150,16590,55050,71640,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0081,3250,0,3250,1190,0,1190,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0045,13910,30160,44070,13830,37320,51150,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0031,7090,0,7090,7170,0,7170,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0043,13650,29090,42740,13560,45140,58700,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0032,18900,58090,76990,19070,80120,99190,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0042,8020,3420,11440,6930,4540,11470,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01302 0007,7130,57600,64730,6420,55820,62240,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0046,4770,0,4770,2350,0,2350,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0040,16540,20930,37470,16590,83430,100020,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0040,10020,3420,13440,8490,4540,13030,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01304 0041,8020,3420,11440,6930,4540,11470,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01307 0013,16540,42000,58540,16590,71940,88530,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0070,6200,0,6200,6240,0,6240,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01205 0037,5400,0,5400,3470,0,3470,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0038,7180,37520,44700,4250,52580,56830,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0071,14790,52040,66830,14580,110210,124790,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01204 0081,6830,0,6830,6120,0,6120,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01303 0014,14400,31930,46330,55330,110670,166000,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0002,1840,0,1840,370,0,370,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0046,16540,51800,68340,16590,83060,99650,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0001,4800,60380,65180,3150,70800,73950,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0048,10240,46520,56760,11000,75040,86040,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0002,16540,48530,65070,16590,77750,94340,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0044,13010,82260,95270,7900,111060,118960,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0080,15150,51050,66200,14690,185090,199780,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01204 0072,19700,7880,27580,13950,33750,47700,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01306 0038,16540,39520,56060,16590,66090,82680,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0013,6000,7000,13000,16590,7050,23640,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0029,16540,40700,57240,16590,13520,30110,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0095,17170,63150,80320,17350,188310,205660,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0037,19920,38970,58890,21050,9130,30180,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0040,7880,47600,55480,4590,58850,63440,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0030,18900,58470,77370,19070,69660,88730,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0009,16540,57170,73710,16590,104270,120860,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0044,3700,0,3700,3660,0,3660,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0043,18110,61200,79310,18250,87450,105700,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0034,9060,0,9060,8230,0,8230,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0033,17590,57640,75230,17700,87920,105620,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0017,16540,58430,74970,16590,91520,108110,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0045,16540,45950,62490,16590,75550,92140,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0081,16280,35410,51690,16320,129880,146200,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0003,18900,50540,69440,19070,106790,125860,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0030,16540,20020,36560,16590,83570,100160,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0033,17590,43220,60810,17700,118300,136000,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0036,7880,50340,58220,4590,67230,71820,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0011,16540,88150,104690,16590,119050,135640,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0092,17440,61060,78500,17650,101780,119430,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0036,17710,15610,33320,17880,103560,121440,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0017,18900,101610,120510,19070,141550,160620,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0007,18900,56790,75690,19070,79220,98290,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0031,17060,52880,69940,17140,90130,107270,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0076,16540,42570,59110,16590,113650,130240,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0049,17170,66670,83840,17350,116990,134340,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0069,16740,46740,63480,16780,61120,77900,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0052,!,!,!,18310,86280,104590,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0043,16540,49040,65580,16590,63270,79860,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0028,19260,16940,36200,19510,92480,111990,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0036,16540,37820,54360,16590,51740,68330,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0041,16540,74660,91200,16590,105780,122370,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0042,14560,33380,47940,14480,51730,66210,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0044,10140,82820,92960,10800,181020,191820,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0040,16540,48450,64990,16590,73010,89600,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01301 0004,8270,67770,76040,4980,70190,75170,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0002,18900,36890,55790,19070,87290,106360,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0049,1070,0,1070,890,0,890,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0001,18900,58440,77340,19070,82310,101380,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0023,16540,2100,18640,16590,98030,114620,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0019,18110,61320,79430,18250,90700,108950,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0013,17060,46670,63730,17140,96550,113690,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0071,21000,60490,81490,21280,168530,189810,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01304 0015,12290,114060,126350,23210,174150,197360,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0021,8750,157130,165880,8610,140290,148900,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01302 0062,17850,29470,47320,17970,87990,105960,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01308 0004,16540,30620,47160,16590,42750,59340,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0060,1510,0,1510,1490,0,1490,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0031,17760,50840,68600,18150,107030,125180,HISTORIC INNER EAST,HD-1,St. Anne's Hill
R72 01204 0057,7920,0,7920,7130,0,7130,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0056,13370,65370,78740,13360,99730,113090,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01204 0015,20700,95550,116250,21120,176770,197890,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0008,14960,39690,54650,14940,72890,87830,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0010,4870,0,4870,4850,0,4850,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0034,18900,39380,58280,19070,113270,132340,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01307 0011,16540,55770,72310,16590,79540,96130,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01303 0036,15750,27900,43650,15760,69030,84790,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0012,17060,56940,74000,17140,131010,148150,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0073,3080,0,3080,3050,0,3050,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0074,16540,56020,72560,16590,89790,106380,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01306 0075,5790,0,5790,5820,330,6150,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01305 0036,16540,34790,51330,16590,69370,85960,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 01302 0001,46900,188740,235640,51550,148450,200000,HISTORIC INNER EAST,HD-2,St. Anne's Hill
R72 51466 0032,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0012,!,!,!,2900,72540,75440,MCPHERSON,HD-2,McPherson Town
R72 51466 0025,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0017,!,!,!,3650,89830,93480,MCPHERSON,HD-2,McPherson Town
R72 51466 0018,!,!,!,4180,97990,102170,MCPHERSON,HD-2,McPherson Town
R72 51466 0031,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0030,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0029,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0015,!,!,!,2620,70440,73060,MCPHERSON,HD-2,McPherson Town
R72 51466 0028,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0014,!,!,!,2900,72540,75440,MCPHERSON,HD-2,McPherson Town
R72 51466 0027,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0013,!,!,!,3520,81060,84580,MCPHERSON,HD-2,McPherson Town
R72 51466 0026,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 06408 0025,24570,97530,122100,25890,88540,114430,MCPHERSON,HD-2,McPherson Town
R72 06411 0065,21380,104880,126260,22650,152510,175160,MCPHERSON,HD-2,McPherson Town
R72 06408 0037,23210,52190,75400,24490,57110,81600,MCPHERSON,HD-2,McPherson Town
R72 06406 0066,17710,67250,84960,19260,101430,120690,MCPHERSON,HD-2,McPherson Town
R72 06407 0046,20480,68900,89380,22880,101130,124010,MCPHERSON,HD-2,McPherson Town
R72 06411 0006,26640,68270,94910,28200,80210,108410,MCPHERSON,HD-2,McPherson Town
R72 06411 0010,4680,0,4680,4680,0,4680,MCPHERSON,HD-2,McPherson Town
R72 06411 0001,50400,214740,265140,48000,536000,584000,MCPHERSON,HD-2,McPherson Town
R72 06411 0022,47000,107390,154390,45700,129300,175000,MCPHERSON,HD-2,McPherson Town
R72 06406 0037,29200,42150,71350,32220,58210,90430,MCPHERSON,HD-2,McPherson Town
R72 06411 0068,16870,51770,68640,19770,51460,71230,MCPHERSON,HD-2,McPherson Town
R72 06411 0031,27540,28410,55950,28910,42540,71450,MCPHERSON,HD-2,McPherson Town
R72 06411 0019,16350,19800,36150,19420,34670,54090,MCPHERSON,HD-2,McPherson Town
R72 06407 0048,22660,71770,94430,24680,92680,117360,MCPHERSON,HD-2,McPherson Town
R72 06411 0017,14160,78070,92230,16160,51420,67580,MCPHERSON,HD-2,McPherson Town
R72 06411 0049,20980,65610,86590,22210,40540,62750,MCPHERSON,HD-2,McPherson Town
R72 06408 0028,24190,64280,88470,23520,74980,98500,MCPHERSON,HD-2,McPherson Town
R72 06407 0059,28840,67220,96060,31870,95860,127730,MCPHERSON,HD-2,McPherson Town
R72 06411 0055,15410,52210,67620,18510,14330,32840,MCPHERSON,HD-2,McPherson Town
R72 06411 0027,6720,0,6720,6400,0,6400,MCPHERSON,HD-2,McPherson Town
R72 06410 0007,29120,94480,123600,32040,147840,179880,MCPHERSON,HD-2,McPherson Town
R72 06411 0028,23000,84250,107250,24300,95180,119480,MCPHERSON,HD-2,McPherson Town
R72 06410 0006,28840,99890,128730,32000,139520,171520,MCPHERSON,HD-2,McPherson Town
R72 06410 0027,24860,95380,120240,27070,115490,142560,MCPHERSON,HD-2,McPherson Town
R72 06408 0044,23630,87360,110990,24960,82110,107070,MCPHERSON,HD-2,McPherson Town
R72 06406 0052,7510,0,7510,8550,1630,10180,MCPHERSON,HD-2,McPherson Town
R72 06410 0015,29480,91430,120910,32470,150980,183450,MCPHERSON,HD-2,McPherson Town
R72 06410 0017,29120,86050,115170,32040,140210,172250,MCPHERSON,HD-2,McPherson Town
R72 06410 0009,29120,100750,129870,32040,210820,242860,MCPHERSON,HD-2,McPherson Town
R72 06410 0011,13440,51390,64830,12800,46520,59320,MCPHERSON,HD-2,McPherson Town
R72 06411 0015,12500,79490,91990,13730,105310,119040,MCPHERSON,HD-2,McPherson Town
R72 06406 0039,16560,66420,82980,17560,100650,118210,MCPHERSON,HD-2,McPherson Town
R72 06411 0012,17220,43360,60580,18420,47970,66390,MCPHERSON,HD-2,McPherson Town
R72 06411 0007,13390,0,13390,6980,0,6980,MCPHERSON,HD-2,McPherson Town
R72 06410 0038,17420,78410,95830,18870,100440,119310,MCPHERSON,HD-2,McPherson Town
R72 06407 0050,24150,155770,179920,26340,205940,232280,MCPHERSON,HD-2,McPherson Town
R72 06411 0026,13440,63720,77160,12800,82790,95590,MCPHERSON,HD-2,McPherson Town
R72 06411 0004,16800,0,16800,16000,0,16000,MCPHERSON,HD-2,McPherson Town
R72 06408 0027,22640,33910,56550,23970,60460,84430,MCPHERSON,HD-2,McPherson Town
R72 06408 0023,25200,130550,155750,26510,130400,156910,MCPHERSON,HD-2,McPherson Town
R72 06406 0065,15790,76390,92180,17140,103850,120990,MCPHERSON,HD-2,McPherson Town
R72 06406 0056,12760,46330,59090,13830,154140,167970,MCPHERSON,HD-2,McPherson Town
R72 06410 0026,29920,81080,111000,33060,182750,215810,MCPHERSON,HD-2,McPherson Town
R72 06407 0028,30790,112250,143040,34220,174090,208310,MCPHERSON,HD-2,McPherson Town
R72 06408 0030,22640,67770,90410,23970,54820,78790,MCPHERSON,HD-2,McPherson Town
R72 06410 0010,11700,0,11700,11510,0,11510,MCPHERSON,HD-2,McPherson Town
R72 06411 0016,6600,0,6600,7410,0,7410,MCPHERSON,HD-2,McPherson Town
R72 06406 0054,16560,74760,91320,17560,98750,116310,MCPHERSON,HD-2,McPherson Town
R72 06410 0031,30790,61110,91900,34220,77610,111830,MCPHERSON,HD-2,McPherson Town
R72 06411 0018,15600,54280,69880,18890,60400,79290,MCPHERSON,HD-2,McPherson Town
R72 06411 0020,18000,72640,90640,20490,86270,106760,MCPHERSON,HD-2,McPherson Town
R72 06411 0021,9360,2570,11930,10470,2370,12840,MCPHERSON,HD-2,McPherson Town
R72 51466 0009,!,!,!,4190,94980,99170,MCPHERSON,HD-2,McPherson Town
R72 51466 0022,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 06410 0008,29120,121000,150120,32040,179070,211110,MCPHERSON,HD-2,McPherson Town
R72 51466 0024,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0011,!,!,!,2490,68570,71060,MCPHERSON,HD-2,McPherson Town
R72 51466 0008,!,!,!,3650,87090,90740,MCPHERSON,HD-2,McPherson Town
R72 51466 0021,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0035,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0034,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0020,!,!,!,2110,60990,63100,MCPHERSON,HD-2,McPherson Town
R72 51466 0007,!,!,!,3650,88880,92530,MCPHERSON,HD-2,McPherson Town
R72 51466 0006,!,!,!,3220,86530,89750,MCPHERSON,HD-2,McPherson Town
R72 51466 0003,!,!,!,3210,76800,80010,MCPHERSON,HD-2,McPherson Town
R72 51466 0005,!,!,!,3740,87380,91120,MCPHERSON,HD-2,McPherson Town
R72 51466 0004,!,!,!,5000,107170,112170,MCPHERSON,HD-2,McPherson Town
R72 51466 0002,!,!,!,3860,80450,84310,MCPHERSON,HD-2,McPherson Town
R72 51466 0001,!,!,!,3860,86530,90390,MCPHERSON,HD-2,McPherson Town
R72 51466 0037,!,!,!,0,0,0,MCPHERSON,HD-2,McPherson Town
R72 51466 0036,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0010,!,!,!,2710,70120,72830,MCPHERSON,HD-2,McPherson Town
R72 51466 0023,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0033,!,!,!,0,5140,5140,MCPHERSON,HD-2,McPherson Town
R72 51466 0019,!,!,!,2680,71690,74370,MCPHERSON,HD-2,McPherson Town
R72 06411 0014,21530,68090,89620,23030,161830,184860,MCPHERSON,HD-2,McPherson Town
R72 06410 0033,30790,82910,113700,34220,88160,122380,MCPHERSON,HD-2,McPherson Town
R72 06411 0054,15020,57700,72720,18330,91050,109380,MCPHERSON,HD-2,McPherson Town
R72 06410 0016,29120,106770,135890,32040,148280,180320,MCPHERSON,HD-2,McPherson Town
